r (Angstroms)	rho/rho_ideal_gas
1.082423	0.000000	-1.000000
1.092354	0.000000	-1.000000
1.102284	0.000000	-1.000000
1.112214	0.000000	-1.000000
1.122145	0.000000	-1.000000
1.132075	0.000000	-1.000000
1.142006	0.000000	-1.000000
1.151936	0.000000	-1.000000
1.161867	0.000000	-1.000000
1.171797	0.000000	-1.000000
1.181728	0.000000	-1.000000
1.191658	0.000000	-1.000000
1.201589	0.000000	-1.000000
1.211519	0.000000	-1.000000
1.221450	0.000000	-1.000000
1.231380	0.000000	-1.000000
1.241311	0.000000	-1.000000
1.251241	0.000000	-1.000000
1.261172	0.000000	-1.000000
1.271102	0.000000	-1.000000
1.281033	0.000000	-1.000000
1.290963	0.000000	-1.000000
1.300894	0.000000	-1.000000
1.310824	0.000000	-1.000000
1.320755	0.000000	-1.000000
1.330685	0.000000	-1.000000
1.340616	0.000000	-1.000000
1.350546	0.000000	-1.000000
1.360477	0.000000	-1.000000
1.370407	0.000000	-1.000000
1.380338	0.000000	-1.000000
1.390268	0.000000	-1.000000
1.400199	0.000000	-1.000000
1.410129	0.000000	-1.000000
1.420060	0.000000	-1.000000
1.429990	0.000000	-1.000000
1.439921	0.000000	-1.000000
1.449851	0.000000	-1.000000
1.459782	0.000000	-1.000000
1.469712	0.000000	-1.000000
1.479643	0.000000	-1.000000
1.489573	0.000000	-1.000000
1.499503	0.000000	-1.000000
1.509434	0.000000	-1.000000
1.519364	0.000000	-1.000000
1.529295	0.000000	-1.000000
1.539225	0.000000	-1.000000
1.549156	0.000000	-1.000000
1.559086	0.000000	-1.000000
1.569017	0.000000	-1.000000
1.578947	0.000000	-1.000000
1.588878	0.000000	-1.000000
1.598808	0.000000	-1.000000
1.608739	0.000000	-1.000000
1.618669	0.000000	-1.000000
1.628600	0.000000	-1.000000
1.638530	0.000000	-1.000000
1.648461	0.000000	-1.000000
1.658391	0.000000	-1.000000
1.668322	0.000000	-1.000000
1.678252	0.000000	-1.000000
1.688183	0.000000	-1.000000
1.698113	0.000000	-1.000000
1.708044	0.000000	-1.000000
1.717974	0.000000	-1.000000
1.727905	0.000000	-1.000000
1.737835	0.000000	-1.000000
1.747766	0.000000	-1.000000
1.757696	0.000000	-1.000000
1.767627	0.000000	-1.000000
1.777557	0.000000	-1.000000
1.787488	0.000000	-1.000000
1.797418	0.000000	-1.000000
1.807349	0.000000	-1.000000
1.817279	0.000000	-1.000000
1.827210	0.000000	-1.000000
1.837140	0.000000	-1.000000
1.847071	0.000000	-1.000000
1.857001	0.000000	-1.000000
1.866931	0.000000	-1.000000
1.876862	0.000000	-1.000000
1.886792	0.000000	-1.000000
1.896723	0.000000	-1.000000
1.906653	0.000000	-1.000000
1.916584	0.000000	-1.000000
1.926514	0.000000	-1.000000
1.936445	0.000000	-1.000000
1.946375	0.000000	-1.000000
1.956306	0.000000	-1.000000
1.966236	0.000000	-1.000000
1.976167	0.000000	-1.000000
1.986097	0.000000	-1.000000
1.996028	0.000000	-1.000000
2.005958	0.000000	-1.000000
2.015889	0.000000	-1.000000
2.025819	0.000000	-1.000000
2.035750	0.000000	-1.000000
2.045680	0.000000	-1.000000
2.055611	0.000000	-1.000000
2.065541	0.000000	-1.000000
2.075472	0.000000	-1.000000
2.085402	0.000000	-1.000000
2.095333	0.000000	-1.000000
2.105263	0.000000	-1.000000
2.115194	0.000000	-1.000000
2.125124	0.000000	-1.000000
2.135055	0.000000	-1.000000
2.144985	0.000000	-1.000000
2.154916	0.000000	-1.000000
2.164846	0.000000	-1.000000
2.174777	0.000000	-1.000000
2.184707	0.000000	-1.000000
2.194638	0.000000	-1.000000
2.204568	0.000000	-1.000000
2.214499	0.000000	-1.000000
2.224429	0.000000	-1.000000
2.234359	0.000000	-1.000000
2.244290	0.000000	-1.000000
2.254220	0.000000	-1.000000
2.264151	0.000000	-1.000000
2.274081	0.000000	-1.000000
2.284012	0.000000	-1.000000
2.293942	0.000000	-1.000000
2.303873	0.000000	-1.000000
2.313803	0.000000	-1.000000
2.323734	0.000000	-1.000000
2.333664	0.000000	-1.000000
2.343595	0.000000	-1.000000
2.353525	0.000000	-1.000000
2.363456	0.000000	-1.000000
2.373386	0.000000	-1.000000
2.383317	0.000000	-1.000000
2.393247	0.000000	-1.000000
2.403178	0.000000	-1.000000
2.413108	0.000000	-1.000000
2.423039	0.000000	-1.000000
2.432969	0.000000	-1.000000
2.442900	0.000000	-1.000000
2.452830	0.000000	-1.000000
2.462761	0.000000	-1.000000
2.472691	0.000000	-1.000000
2.482622	0.000000	-1.000000
2.492552	0.000000	-1.000000
2.502483	0.000000	-1.000000
2.512413	0.000000	-1.000000
2.522344	0.000000	-1.000000
2.532274	0.000000	-1.000000
2.542205	0.000000	-1.000000
2.552135	0.000000	-1.000000
2.562066	0.000000	-1.000000
2.571996	0.000000	-1.000000
2.581927	0.000000	-1.000000
2.591857	0.000000	-1.000000
2.601787	0.000000	-1.000000
2.611718	0.000000	-1.000000
2.621648	0.000000	-1.000000
2.631579	0.000000	-1.000000
2.641509	0.000000	-1.000000
2.651440	0.000000	-1.000000
2.661370	0.000000	-1.000000
2.671301	0.000000	-1.000000
2.681231	0.000000	-1.000000
2.691162	0.000000	-1.000000
2.701092	0.000000	-1.000000
2.711023	0.000000	-1.000000
2.720953	0.000000	-1.000000
2.730884	0.000000	-1.000000
2.740814	0.000000	-1.000000
2.750745	0.000000	-1.000000
2.760675	0.000000	-1.000000
2.770606	0.000000	-1.000000
2.780536	0.000000	-1.000000
2.790467	0.000000	-1.000000
2.800397	0.000000	-1.000000
2.810328	0.000000	-1.000000
2.820258	0.000000	-1.000000
2.830189	0.000000	-1.000000
2.840119	0.000000	-1.000000
2.850050	0.000000	-1.000000
2.859980	0.000000	-1.000000
2.869911	0.000000	-1.000000
2.879841	0.000000	-1.000000
2.889772	0.000000	-1.000000
2.899702	0.000000	-1.000000
2.909633	0.000000	-1.000000
2.919563	0.000000	-1.000000
2.929494	0.000000	-1.000000
2.939424	0.000000	-1.000000
2.949355	0.000000	-1.000000
2.959285	0.000000	-1.000000
2.969215	0.000000	-1.000000
2.979146	0.000000	-1.000000
2.989076	0.000000	-1.000000
2.999007	0.000000	-1.000000
3.008937	0.000000	-1.000000
3.018868	0.000000	-1.000000
3.028798	0.000000	-1.000000
3.038729	0.000000	-1.000000
3.048659	0.000000	-1.000000
3.058590	0.000000	-1.000000
3.068520	0.000000	-1.000000
3.078451	0.000000	-1.000000
3.088381	0.000000	-1.000000
3.098312	0.000000	-1.000000
3.108242	0.000000	-1.000000
3.118173	0.051231	-0.948769
3.128103	0.000000	-1.000000
3.138034	0.000000	-1.000000
3.147964	0.016916	-0.983084
3.157895	0.033725	-0.966275
3.167825	0.050430	-0.949570
3.177756	0.016757	-0.983243
3.187686	0.050116	-0.949884
3.197617	0.116574	-0.883426
3.207547	0.066408	-0.933592
3.217478	0.115856	-0.884144
3.227408	0.066000	-0.934000
3.237339	0.065798	-0.934202
3.247269	0.262388	-0.737612
3.257200	0.114445	-0.885555
3.267130	0.211896	-0.788104
3.277061	0.227505	-0.772495
3.286991	0.324027	-0.675973
3.296922	0.339205	-0.660795
3.306852	0.386500	-0.613500
3.316783	0.449569	-0.550431
3.326713	0.416213	-0.583787
3.336643	0.494779	-0.505221
3.346574	0.700186	-0.299814
3.356504	0.793315	-0.206685
3.366435	0.806798	-0.193202
3.376365	0.694017	-0.305983
3.386296	0.833527	-0.166473
3.396226	0.815412	-0.184588
3.406157	1.063204	0.063204
3.416087	1.044528	0.044528
3.426018	1.196953	0.196953
3.435948	1.100499	0.100499
3.445879	1.360074	0.360074
3.455809	1.525692	0.525692
3.465740	1.521327	0.521327
3.475670	1.516987	0.516987
3.485601	1.772422	0.772422
3.495531	1.782630	0.782630
3.505462	1.944711	0.944711
3.515392	1.863474	0.863474
3.525323	1.918663	0.918663
3.535253	2.033803	1.033803
3.545184	1.787745	0.787745
3.555114	2.232193	1.232193
3.565045	2.330560	1.330560
3.574975	2.651852	1.651852
3.584906	2.466234	1.466234
3.594836	2.666853	1.666853
3.604767	2.910693	1.910693
3.614697	2.519609	1.519609
3.624628	2.821294	1.821294
3.634558	2.652401	1.652401
3.644489	3.039769	2.039769
3.654419	2.769177	1.769177
3.664350	3.183202	2.183202
3.674280	2.986163	1.986163
3.684211	3.007039	2.007039
3.694141	2.998966	1.998966
3.704071	2.904660	1.904660
3.714002	2.796516	1.796516
3.723932	2.660342	1.660342
3.733863	3.181079	2.181079
3.743793	2.973472	1.973472
3.753724	2.710204	1.710204
3.763654	3.198388	2.198388
3.773585	3.274672	2.274672
3.783515	2.857828	1.857828
3.793446	3.117138	2.117138
3.803376	2.842924	1.842924
3.813307	3.100924	2.100924
3.823237	3.092881	2.092881
3.833168	2.751378	1.751378
3.843098	3.035337	2.035337
3.853029	3.068997	2.068997
3.862959	3.061118	2.061118
3.872890	3.053279	2.053279
3.882820	2.853423	1.853423
3.892751	3.065088	2.065088
3.902681	3.139190	2.139190
3.912612	2.573057	1.573057
3.922542	3.014679	2.014679
3.932473	2.871622	1.871622
3.942403	2.634705	1.634705
3.952334	2.938074	1.938074
3.962264	2.729065	1.729065
3.972195	2.547919	1.547919
3.982125	3.156901	2.156901
3.992056	2.628663	1.628663
4.001986	2.515665	1.515665
4.011917	2.682053	1.682053
4.021847	2.662194	1.662194
4.031778	2.708494	1.708494
4.041708	2.345994	1.345994
4.051639	2.511168	1.511168
4.061569	2.518152	1.518152
4.071500	2.852186	1.852186
4.081430	2.179622	1.179622
4.091360	2.617018	1.617018
4.101291	2.714597	1.714597
4.111221	2.241590	1.241590
4.121152	2.636900	1.636900
4.131082	2.475830	1.475830
4.141013	2.534220	1.534220
4.150943	2.694998	1.694998
4.160874	2.317294	1.317294
4.170804	2.554457	1.554457
4.180735	2.204363	1.204363
4.190665	2.135586	1.135586
4.200596	2.193953	1.193953
4.210526	2.669558	1.669558
4.220457	2.171018	1.171018
4.230387	2.367409	1.367409
4.240318	2.273930	1.273930
4.250248	2.343826	1.343826
4.260179	2.100780	1.100780
4.270109	2.357888	1.357888
4.280040	2.203063	1.203063
4.289970	2.359403	1.359403
4.299901	2.093785	1.093785
4.309831	2.249656	1.249656
4.319762	2.047173	1.047173
4.329692	2.202436	1.202436
4.339623	2.271058	1.271058
4.349553	2.020919	1.020919
4.359484	2.040761	1.040761
4.369414	1.902012	0.902012
4.379345	1.958528	0.958528
4.389275	2.075474	1.075474
4.399206	1.804377	0.804377
4.409136	1.884896	0.884896
4.419067	1.916832	0.916832
4.428997	1.828339	0.828339
4.438928	2.004278	1.004278
4.448858	1.880060	0.880060
4.458788	1.720550	0.720550
4.468719	1.609435	0.609435
4.478649	1.748615	0.748615
4.488580	1.685405	0.685405
4.498510	1.871175	0.871175
4.508441	1.725256	0.725256
4.518371	1.627141	0.627141
4.528302	1.788288	0.788288
4.538232	1.725682	0.725682
4.548163	1.803914	0.803914
4.558093	1.507783	0.507783
4.568024	1.469520	0.469520
4.577954	1.710725	0.710725
4.587885	2.148298	1.148298
4.597815	1.726518	0.726518
4.607746	1.780613	0.780613
4.617676	1.649874	0.649874
4.627607	1.749953	0.749953
4.637537	1.619840	0.619840
4.647468	1.627846	0.627846
4.657398	1.601500	0.601500
4.667329	1.506777	0.506777
4.677259	1.617488	0.617488
4.687190	1.534499	0.534499
4.697120	1.587971	0.587971
4.707051	2.026056	1.026056
4.716981	1.762011	0.762011
4.726912	1.566702	0.566702
4.736842	1.597164	0.597164
4.746773	1.380568	0.380568
4.756703	1.915323	0.915323
4.766634	1.318934	0.318934
4.776564	1.717746	0.717746
4.786495	1.658531	0.658531
4.796425	1.277426	0.277426
4.806356	1.496492	0.496492
4.816286	1.449161	0.449161
4.826216	1.313707	0.313707
4.836147	1.575419	0.575419
4.846077	1.374295	0.374295
4.856008	1.360516	0.360516
4.865938	1.412490	0.412490
4.875869	1.595379	0.595379
4.885799	1.515804	0.515804
4.895730	1.469201	0.469201
4.905660	1.379342	0.379342
4.915591	1.582500	0.582500
4.925521	1.362969	0.362969
4.935452	1.317047	0.317047
4.945382	1.303631	0.303631
4.955313	1.397792	0.397792
4.965243	1.298422	0.298422
4.975174	1.295833	0.295833
4.985104	1.303942	0.303942
4.995035	1.312019	0.312019
5.004965	1.352001	0.352001
5.014896	1.179333	0.179333
5.024826	1.261834	0.261834
5.034757	1.291095	0.291095
5.044687	1.277994	0.277994
5.054618	1.296569	0.296569
5.064548	1.294029	0.294029
5.074479	1.133999	0.133999
5.084409	1.309938	0.309938
5.094340	1.192337	0.192337
5.104270	1.190019	0.190019
5.114201	1.187711	0.187711
5.124131	1.143818	0.143818
5.134062	1.349173	0.349173
5.143992	1.201555	0.201555
5.153923	1.250934	0.250934
5.163853	1.031843	0.031843
5.173784	1.163747	0.163747
5.183714	1.171799	0.171799
5.193644	1.333709	0.333709
5.203575	1.300447	0.300447
5.213505	1.205990	0.205990
5.223436	1.173097	0.173097
5.233366	1.221781	0.221781
5.243297	1.209307	0.209307
5.253227	1.237452	0.237452
5.263158	1.204748	0.204748
5.273088	1.020593	0.020593
5.283019	1.069106	0.069106
5.292949	1.087236	0.087236
5.302880	1.065106	0.065106
5.312810	1.243646	0.243646
5.322741	1.181264	0.181264
5.332671	1.079145	0.079145
5.342602	1.127009	0.127009
5.352532	1.085100	0.085100
5.362463	1.013536	0.013536
5.372393	0.991827	-0.008173
5.382324	1.009799	0.009799
5.392254	1.136404	0.136404
5.402185	1.213226	0.213226
5.412115	1.230693	0.230693
5.422046	1.071201	0.071201
5.431976	0.922101	-0.077899
5.441907	1.096670	0.096670
5.451837	1.192413	0.192413
5.461768	1.200003	0.200003
5.471698	1.051751	0.051751
5.481629	1.001243	0.001243
5.491559	0.999434	-0.000566
5.501490	1.162289	0.162289
5.511420	1.121524	0.121524
5.521351	0.916839	-0.083161
5.531281	1.107867	0.107867
5.541212	1.288594	0.288594
5.551142	0.998315	-0.001685
5.561072	1.044445	0.044445
5.571003	0.946935	-0.053065
5.580933	1.088471	0.088471
5.590864	0.924512	-0.075488
5.600794	1.179756	0.179756
5.610725	1.025713	0.025713
5.620655	1.052344	0.052344
5.630586	1.154592	0.154592
5.640516	1.124219	0.124219
5.650447	1.169398	0.169398
5.660377	1.101450	0.101450
5.670308	1.137113	0.137113
5.680238	1.153889	0.153889
5.690169	0.861567	-0.138433
5.700099	1.000295	0.000295
5.710030	1.185204	0.185204
5.719960	0.922296	-0.077704
5.729891	1.106699	0.106699
5.739821	1.114070	0.114070
5.749752	1.065808	0.065808
5.759682	1.276766	0.276766
5.769613	0.997490	-0.002510
5.779543	0.995778	-0.004222
5.789474	1.049297	0.049297
5.799404	0.973993	-0.026007
5.809335	1.009021	0.009021
5.819265	0.879099	-0.120901
5.829196	1.197562	0.197562
5.839126	1.104265	0.104265
5.849057	0.956621	-0.043379
5.858987	1.000478	0.000478
5.868918	0.989706	-0.010294
5.878848	1.042423	0.042423
5.888779	1.158307	0.158307
5.898709	1.047950	0.047950
5.908640	1.190493	0.190493
5.918570	1.053440	0.053440
5.928500	0.988756	-0.011244
5.938431	1.085815	0.085815
5.948361	0.967540	-0.032460
5.958292	1.100086	0.100086
5.968222	1.062541	0.062541
5.978153	1.051864	0.051864
5.988083	1.059020	0.059020
5.998014	0.941768	-0.058232
6.007944	1.135352	0.135352
6.017875	0.974084	-0.025916
6.027805	1.131614	0.131614
6.037736	1.173885	0.173885
6.047666	0.986913	-0.013087
6.057597	1.090864	0.090864
6.067527	0.878290	-0.121710
6.077458	0.990848	-0.009152
6.087388	1.041758	0.041758
6.097319	1.162423	0.162423
6.107249	1.195438	0.195438
6.117180	0.923437	-0.076563
6.127110	1.165473	0.165473
6.137041	1.059387	0.059387
6.146971	1.031669	0.031669
6.156902	0.908829	-0.091171
6.166832	0.959216	-0.040784
6.176763	1.061207	0.061207
6.186693	1.093961	0.093961
6.196624	0.997608	-0.002392
6.206554	1.073290	0.073290
6.216485	0.848689	-0.151311
6.226415	0.967162	-0.032838
6.236346	1.068167	0.068167
6.246276	1.092066	0.092066
6.256207	0.979597	-0.020403
6.266137	0.910007	-0.089993
6.276068	1.044430	0.044430
6.285998	1.085170	0.085170
6.295929	0.939563	-0.060437
6.305859	1.090206	0.090206
6.315789	0.953487	-0.046513
6.325720	1.078361	0.078361
6.335650	1.017792	0.017792
6.345581	1.209362	0.209362
6.355511	1.022999	0.022999
6.365442	0.845589	-0.154411
6.375372	1.237152	0.237152
6.385303	0.901384	-0.098616
6.395233	1.133315	0.133315
6.405164	1.089958	0.089958
6.415094	0.947046	-0.052954
6.425025	0.995350	-0.004650
6.434955	1.043506	0.043506
6.444886	1.025362	0.025362
6.454816	1.015529	0.015529
6.464747	1.038701	0.038701
6.474677	0.897182	-0.102818
6.484608	1.068396	0.068396
6.494538	1.025734	0.025734
6.504469	1.007783	0.007783
6.514399	1.038971	0.038971
6.524330	0.996549	-0.003451
6.534260	0.954255	-0.045745
6.544191	1.050532	0.050532
6.554121	0.975760	-0.024240
6.564052	1.071713	0.071713
6.573982	1.037669	0.037669
6.583913	0.995632	-0.004368
6.593843	0.977969	-0.022031
6.603774	1.049131	0.049131
6.613704	0.999208	-0.000792
6.623635	0.997711	-0.002289
6.633565	0.923913	-0.076087
6.643496	1.139127	0.139127
6.653426	0.977227	-0.022773
6.663357	1.143733	0.143733
6.673287	1.110087	0.110087
6.683217	0.877182	-0.122818
6.693148	1.122721	0.122721
6.703078	1.113108	0.113108
6.713009	1.190853	0.190853
6.722939	1.181168	0.181168
6.732870	0.862802	-0.137198
6.742800	1.011708	0.011708
6.752731	1.033898	0.033898
6.762661	0.969335	-0.030665
6.772592	1.227599	0.227599
6.782522	1.092222	0.092222
6.792453	0.972933	-0.027067
6.802383	1.018522	0.018522
6.812314	1.110919	0.110919
6.822244	0.960875	-0.039125
6.832175	1.107692	0.107692
6.842105	1.207347	0.207347
6.852036	0.995591	-0.004409
6.861966	1.071819	0.071819
6.871897	0.946182	-0.053818
6.881827	1.037750	0.037750
6.891758	1.043989	0.043989
6.901688	1.111988	0.111988
6.911619	0.994725	-0.005275
6.921549	1.124199	0.124199
6.931480	1.053389	0.053389
6.941410	0.959747	-0.040253
6.951341	0.989045	-0.010955
6.961271	1.232630	0.232630
6.971202	1.047391	0.047391
6.981132	1.000096	0.000096
6.991063	0.991053	-0.008947
7.000993	1.149515	0.149515
7.010924	0.935034	-0.064966
7.020854	0.986851	-0.013149
7.030785	1.053682	0.053682
7.040715	1.014348	0.014348
7.050645	1.201898	0.201898
7.060576	0.973754	-0.026246
7.070506	1.243752	0.243752
7.080437	1.257063	0.257063
7.090367	1.142552	0.142552
7.100298	1.028361	0.028361
7.110228	1.176842	0.176842
7.120159	1.250055	0.250055
7.130089	1.136191	0.136191
7.140020	1.216722	0.216722
7.149950	1.013770	0.013770
7.159881	1.168686	0.168686
7.169811	1.048132	0.048132
7.179742	1.217418	0.217418
7.189672	1.141608	0.141608
7.199603	1.214062	0.214062
7.209533	1.012790	0.012790
7.219464	1.166430	0.166430
7.229394	1.142712	0.142712
7.239325	1.200043	0.200043
7.249255	1.095470	0.095470
7.259186	1.226130	0.226130
7.269116	1.173132	0.173132
7.279047	1.054379	0.054379
7.288977	1.052944	0.052944
7.298908	0.993095	-0.006905
7.308838	1.071961	0.071961
7.318769	1.092355	0.092355
7.328699	1.119966	0.119966
7.338630	1.103926	0.103926
7.348560	1.037159	0.037159
7.358491	1.028518	0.028518
7.368421	0.962032	-0.037968
7.378352	1.097987	0.097987
7.388282	1.262432	0.262432
7.398213	0.914936	-0.085064
7.408143	1.122353	0.122353
7.418073	0.998707	-0.001293
7.428004	1.140880	0.140880
7.437934	1.074866	0.074866
7.447865	0.937465	-0.062535
7.457795	1.179206	0.179206
7.467726	1.127678	0.127678
7.477656	1.126181	0.126181
7.487587	0.939613	-0.060387
7.497517	1.194289	0.194289
7.507448	1.029422	0.029422
7.517378	1.148595	0.148595
7.527309	1.168323	0.168323
7.537239	1.110213	0.110213
7.547170	1.080505	0.080505
7.557100	1.213090	0.213090
7.567031	1.197412	0.197412
7.576961	1.273222	0.273222
7.586892	1.074852	0.074852
7.596822	1.297959	0.297959
7.606753	1.079054	0.079054
7.616683	1.084646	0.084646
7.626614	1.167098	0.167098
7.636544	1.221417	0.221417
7.646475	0.906161	-0.093839
7.656405	1.106868	0.106868
7.666336	1.181912	0.181912
7.676266	1.083176	0.083176
7.686197	1.213532	0.213532
7.696127	1.142712	0.142712
7.706058	1.058241	0.058241
7.715988	1.070695	0.070695
7.725919	1.131409	0.131409
7.735849	1.067948	0.067948
7.745780	1.039055	0.039055
7.755710	1.030853	0.030853
7.765641	1.063854	0.063854
7.775571	1.041931	0.041931
7.785501	1.074834	0.074834
7.795432	1.141839	0.141839
7.805362	1.160873	0.160873
7.815293	1.002539	0.002539
7.825223	1.144306	0.144306
7.835154	1.204081	0.204081
7.845084	1.087058	0.087058
7.855015	1.011044	0.011044
7.864945	1.050430	0.050430
7.874876	1.245390	0.245390
7.884806	1.074825	0.074825
7.894737	1.100480	0.100480
7.904667	1.126070	0.126070
7.914598	1.077516	0.077516
7.924528	1.042537	0.042537
7.934459	1.054668	0.054668
7.944389	1.247918	0.247918
7.954320	1.199455	0.199455
7.964250	1.037340	0.037340
7.974181	1.076154	0.076154
7.984111	1.054789	0.054789
7.994042	1.100153	0.100153
8.003972	1.165382	0.165382
8.013903	0.977708	-0.022292
8.023833	1.089428	0.089428
8.033764	1.088082	0.088082
8.043694	1.086739	0.086739
8.053625	1.144965	0.144965
8.063555	1.044403	0.044403
8.073486	1.095936	0.095936
8.083416	0.962712	-0.037288
8.093347	1.113005	0.113005
8.103277	1.170842	0.170842
8.113208	1.208828	0.208828
8.123138	0.971130	-0.028870
8.133069	1.120680	0.120680
8.142999	1.171680	0.171680
8.152929	1.026424	0.026424
8.162860	1.070884	0.070884
8.172790	1.069584	0.069584
8.182721	0.983605	-0.016395
8.192651	1.171089	0.171089
8.202582	0.955232	-0.044768
8.212512	0.960568	-0.039432
8.222443	1.114989	0.114989
8.232373	1.107170	0.107170
8.242304	1.086436	0.086436
8.252234	1.123884	0.123884
8.262165	1.141888	0.141888
8.272095	1.185623	0.185623
8.282026	1.016870	0.016870
8.291956	1.060650	0.060650
8.301887	1.136428	0.136428
8.311817	0.942686	-0.057314
8.321748	1.024829	0.024829
8.331678	1.119572	0.119572
8.341609	1.079900	0.079900
8.351539	1.129675	0.129675
8.361470	1.000839	0.000839
8.371400	1.025121	0.025121
8.381331	1.176540	0.176540
8.391261	1.009992	0.009992
8.401192	0.989765	-0.010235
8.411122	0.931563	-0.068437
8.421053	1.158334	0.158334
8.430983	1.188582	0.188582
8.440914	1.098777	0.098777
8.450844	1.211019	0.211019
8.460775	1.171799	0.171799
8.470705	1.019403	0.019403
8.480636	0.980499	-0.019501
8.490566	0.941685	-0.058315
8.500497	1.166326	0.166326
8.510427	1.152440	0.152440
8.520357	1.088538	0.088538
8.530288	1.137261	0.137261
8.540218	1.017352	0.017352
8.550149	1.028640	0.028640
8.560079	0.946497	-0.053503
8.570010	1.076015	0.076015
8.579940	1.143108	0.143108
8.589871	1.085939	0.085939
8.599801	1.078488	0.078488
8.609732	0.978188	-0.021812
8.619662	1.069820	0.069820
8.629593	1.130358	0.130358
8.639523	1.055023	0.055023
8.649454	1.041487	0.041487
8.659384	1.138783	0.138783
8.669315	0.996063	-0.003937
8.679245	1.031773	0.031773
8.689176	1.104208	0.104208
8.699106	1.084566	0.084566
8.709037	1.132294	0.132294
8.718967	0.910918	-0.089082
8.728898	1.074760	0.074760
8.738828	1.067439	0.067439
8.748759	1.163712	0.163712
8.758689	1.077192	0.077192
8.768620	1.027341	0.027341
8.778550	1.190126	0.190126
8.788481	1.000760	0.000760
8.798411	0.817880	-0.182120
8.808342	0.919835	-0.080165
8.818272	1.057828	0.057828
8.828203	1.117018	0.117018
8.838133	0.995141	-0.004859
8.848064	1.048244	0.048244
8.857994	1.167422	0.167422
8.867925	1.166116	0.166116
8.877855	1.158808	0.158808
8.887786	1.025569	0.025569
8.897716	1.090324	0.090324
8.907646	1.077141	0.077141
8.917577	1.058010	0.058010
8.927507	1.038921	0.038921
8.937438	1.049696	0.049696
